Num,Names,Native,NonNative,PR_endemic,FLEPPCall_2017,Names,Range,,Florida,US,Caribbean,Central America ,South America,Europe ,Africa,Asia ,Australasia,Oceania,sum,Range info from where?
102,Commelina_erecta,1,0,0,0,Commelina erecta,"Ala., Ark., Ariz., Colo., Del., D.C., Fla., Ga., Ill., Ind., Iowa, Kans., Ky., La., Md., Miss., Mo., Nebr., N.C., N.J., N.Mex., N.Y., Okla., Pa., S.C., Tenn., Tex., Va., W.Va., Wis.; Central America.",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
318,Conocarpus_erectus,1,0,0,0,Conocarpus erectus,"Bermuda, Florida, the West Indies, Mexico, Central America, South America, Galapagos and western Africa.Ê",,1,0,1,1,1,0,0,0,0,0,3,http://www.regionalconservation.org/ircs/database/plants/PlantPage.asp?TXCODE=Conoerec
274,Conoclinium_coelestinum,1,0,0,0,Conoclinium coelestinum,"Ont.; Ala., Ark., Del., Fla., Ga., Ill., Ind., Kans., Ky., La., Md., Mich., Miss., Mo., Nebr., N.J., N.Y., N.C., Ohio, Okla., Pa., S.C., Tenn., Tex., Va., W.Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
152,Conyza_canadensis,1,0,0,0,Conyza canadensis,"Alta., B.C., Man., N.S., Ont., P.E.I., Que., Sask.; Ala., Ariz., Ark., Calif., Colo., Conn., Fla., Ga., Idaho, Ill., Ind., Iowa, Kans., Ky., La., Maine, Md., Mass., Mich., Minn., Miss., Mo., Mont., Nebr., Nev., N.H., N.J., N.Mex., N.Y., N.C., N.Dak., Ohio, Okla., Oreg., Pa., R.I., S.C., S.Dak., Tex., Utah, Vt., Va., Wash., W.Va., Wis., Wyo.; Mexico; Central America; introduced in South America, Europe, Asia, Africa.",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
361,Cordia_bahamensis,1,0,0,0,Cordia bahamensis,South Florida and the BahamasÊ,,1,0,1,0,0,0,0,0,0,0,1,IRC
241,Coreopsis_leavenworthii,1,0,0,0,Coreopsis leavenworthii,Florida only,,1,0,0,0,0,0,0,0,0,0,0,"efloras.org (Flora of China, Flora of North America)"
288,Cornutia_grandifolia,0,1,0,0,Cornutia grandifolia,"Central America, Caribbean, Lower 48",,1,1,1,1,0,0,0,0,0,0,3,EOL
5,Crassocephalum_crepidioides,0,1,0,1,Crassocephalum crepidioides,"[native to Africa; pantropical weed of Africa, S and SE Asia, Australia, Central and South America, and Pacific islands].",,1,0,0,0,0,0,1,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
278,Crinum_americanum,1,0,0,0,Crinum americanum,"se, sc United States",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
233,Crossopetalum_ilicifolium,1,0,0,0,Crossopetalum ilicifolium,Fla.; West Indies.,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
220,Crossopetalum_rhacoma,1,0,0,0,Crossopetalum rhacoma,Fla.; s Mexico; West Indies.,,1,0,0,0,0,0,0,0,0,0,0,"efloras.org (Flora of China, Flora of North America)"
381,Crotalaria_pulmila,1,0,0,0,Crotalaria pulmila,"Eastern peninsular Florida from the Monroe County Keys north to Brevard County; West Indies, southwestern United States, Mexico, Central America and South America;Ê",,1,0,1,1,1,0,0,0,0,0,3,IRC
479,Crotalaria_rotundifolia,1,0,0,0,Crotalaria rotundifolia,"Southeastern United States, Greater Antilles (Puerto Rico), Mexico and Central America",,1,1,1,1,0,0,0,0,0,0,3,IRC
51,Crotalaria_spectabilis,0,1,0,0,Crotalaria spectabilis,"China,  [Bangladesh, India, Malaysia, Myanmar, Nepal, ?Philippines, Thailand; cultivated and naturalized in Africa and Madagascar].",,1,0,0,0,0,0,0,1,0,0,1,CABI
164,Crotalaria_verrucosa,1,0,0,0,Crotalaria verrucosa,"China, [Bangladesh, Cambodia, Indonesia, Laos, Malaysia, Myanmar, Nepal, Philippines, Sri Lanka, Thailand, Vietnam; Australasia, intro_duced in Africa and the Americas].",,1,0,0,0,0,0,0,1,1,0,2,"efloras.org (Flora of China, Flora of North America)"
279,Croton_glandulosus,1,0,0,0,Croton glandulosus,"United States, Mexico, West Indies, Central America, South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
234,Croton_linearis,1,0,0,0,Croton linearis,Fla.; West Indies.,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
349,Cyanthillium_cinereum,0,1,0,0,Cyanthillium cinereum,Native Range:ÊAsia; now a widespread weed.Ê,,1,0,0,0,0,0,0,1,0,0,1,IRC
342,Cynanchum_blodgetti,1,0,0,0,Cynanchum blodgetti,South Florida and the Bahamas.Ê,,1,0,1,0,0,0,0,0,0,0,1,https://www.wildflower.org/plants/result.php?id_plant=CYBL
160,Cynodon_dactylon,0,1,0,0,Cynodon dactylon,"China,  [tropical and warm-temperate regions of the world].",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
122,Cyperus_filiculmis,1,0,0,0,Cyperus filiculmis,"Ala., Fla., Ga., La., Md., Miss., N.C., S.C., Tex., Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
235,Cyperus_filiformis,1,0,0,0,Cyperus filiformis,Fla.; West Indies.,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
199,Cyperus_ligularis,1,0,0,0,Cyperus ligularis,Fla.; Mexico; Central America; South America; w Africa.,,1,0,0,1,1,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
138,Cyperus_ovatus,1,0,0,0,Cyperus ovatus,"Ala., Fla., Ga., Miss., N.C., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
109,Cyperus_retrorsus,1,0,0,0,Cyperus retrorsus,"Ala., Ark., Del., D.C., Fla., Ga., La., Md., Miss., Mo., N.J., N.Y., N.C., Okla., S.C., Tenn., Tex., Va.; Mexico (Tamaulipas",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
231,Cyrtopodium_punctatum,1,0,0,0,Cyrtopodium punctatum,"Fla.; West Indies; South America (Peru, Venezuela).",,1,0,1,0,1,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
25,Dalbergia_sissoo,0,1,0,1,Dalbergia sissoo,native to India; widely cultivated in the tropics].,,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
462,Dalea_carnea,1,0,0,0,Dalea carnea,"Southeastern United States (Florida, Georgia).Ê",,1,1,0,0,0,0,0,0,0,0,1,IRC
520,Dalea_carthagenesis_v._floridana,1,0,0,0,Dalea carthagenesis v. floridana,Endemic to South Florida,,1,0,0,0,0,0,0,0,0,0,0,IRC
91,Delonix_regia,0,1,0,0,Delonix regia,[na_tive to Madagascar; often cultivated in the tropics].,,1,0,0,0,0,0,1,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
466,Desmanthus_virgatus,1,0,0,0,Desmanthus virgatus,"Southeastern United States (Florida, Texas), the West Indies, Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
495,Desmodium_floridanum,1,0,0,0,Desmodium floridanum,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
321,Desmodium_incanum_A02,1,0,0,0,Desmodium incanum A02,"North, Central, South America, Caribbean",,1,1,1,1,1,0,0,0,0,0,4,http://www.tropicalforages.info/key/forages/Media/Html/entities/desmodium_incanum.htm
378,Desmodium_lineatum,1,0,0,0,Desmodium lineatum,Eastern and southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
370,Desmodium_marilandicum,1,0,0,0,Desmodium marilandicum,Eastern and central United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
371,Desmodium_paniculatum,1,0,0,0,Desmodium paniculatum,Eastern and central United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
372,Desmodium_strictum,1,0,0,0,Desmodium strictum,Eastern and central United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
406,Desmodium_triflorum,0,1,0,0,Desmodium triflorum,Old World; now a widespread weed.Ê,,1,0,0,0,0,0,0,1,0,0,1,IRC
368,Dichanthelium_aciculare,1,0,0,0,Dichanthelium aciculare,"Eastern and central United States, the West Indies, Mexico, Central America and northern South America",,1,1,1,1,1,0,0,0,0,0,4,IRC
484,Dichanthelium_commutatum,1,0,0,0,Dichanthelium commutatum,"Southeastern United States, the West Indies (Cuba, Bahamas, Hispaniola), Mexico and Central America.Ê",,1,1,1,1,0,0,0,0,0,0,3,IRC
380,Dichanthelium_dichotomum,1,0,0,0,Dichanthelium dichotomum,"Eastern North America, the West Indies, Mexico and Central America.",,1,1,1,1,0,0,0,0,0,0,3,IRC
496,Dichanthelium_ensifolium,1,0,0,0,Dichanthelium ensifolium,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
373,Dichanthelium_ovale,1,0,0,0,Dichanthelium ovale,Eastern and central United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
367,Dichanthelium_portoricense,1,0,0,0,Dichanthelium portoricense,"Eastern and central United States, the Greater Antilles, Mexico and Central America.",,1,1,1,1,0,0,0,0,0,0,3,IRC
476,Dichanthelium_strigosum_v._glabrescens,1,0,0,0,Dichanthelium strigosum v. glabrescens,Southeastern United States and the West Indies.Ê,,1,1,1,0,0,0,0,0,0,0,2,IRC
53,Digitaria_ciliaris,1,0,0,0,Digitaria ciliaris,"China,  [throughout the tropics and subtropics, but rare in Africa].",,1,0,0,0,0,0,1,1,0,0,2,CABI
428,Digitaria_filiformis_v._dolchophylla,1,0,0,0,Digitaria filiformis v. dolchophylla,South Florida and the Greater Antilles.Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
60,Diodia_teres,1,0,0,0,Diodia teres,"United States, Greater Antilles, Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
27,Dioscorea_alata,0,1,0,1,Dioscorea alata,Southeast Asia; cultivated worldwide.,,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
33,Dioscorea_bulbifera,0,1,0,1,Dioscorea bulbifera,tropical Asia,,1,0,0,0,0,0,0,1,0,0,1,http://plants.ifas.ufl.edu/plant-directory/dioscorea-bulbifera/
423,Dodonaea_elaeagnoides,1,0,0,0,Dodonaea elaeagnoides,South Florida (Florida Keys) and the West Indies.Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
253,Dodonaea_viscosa_v._angustifolia,1,0,0,0,Dodonaea viscosa v. angustifolia,"Fujian, Guangdong, Guangxi, Hainan, Sichuan, Taiwan, Yunnan [widely distributed in tropical and subtropical regions].",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
393,Dyschoriste_angusta,1,0,0,0,Dyschoriste angusta,Florida and the northern Bahamas.Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
418,Echites_umbellatus,1,0,0,0,Echites umbellatus,"Peninsular Florida, the West Indies, southern Mexico and northern Central America.Ê",,1,0,1,1,0,0,0,0,0,0,2,IRC
54,Eleusine_indica,0,1,0,0,Eleusine indica,"China,  [tropics and subtropics].",,1,0,0,0,0,0,1,1,0,0,2,CABI
480,Elionurus_tripsacoides,1,0,0,0,Elionurus tripsacoides,"Southeastern United States, Mexico, Central America and northwestern South America.Ê",,1,1,0,1,1,0,0,0,0,0,3,IRC
521,Elytraria_caroliniensis_v._angustifolia,1,0,0,0,Elytraria caroliniensis v. angustifolia,Endemic to South Florida,,1,0,0,0,0,0,0,0,0,0,0,IRC
398,Emilia_fosbergii,0,1,0,0,Emilia fosbergii,Old World; an introduced weed elsewhere.,,1,0,0,0,0,0,0,1,0,0,1,IRC
189,Emilia_sonchifolia,0,1,0,0,Emilia sonchifolia, Asia;introduced in New World tropics.,,1,1,0,0,0,0,0,1,0,0,2,"efloras.org (Flora of China, Flora of North America)"
76,Encyclia_tampensis,1,0,0,0,Encyclia tampensis,ÊFla.; West Indies (Bahamas).,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
404,Eragrostis_elliottii,1,0,0,0,Eragrostis elliottii,"North America, the West Indies, Mexico and Central America.",,1,1,1,1,0,0,0,0,0,0,3,IRC
326,Erechtites_hieracifolia,1,0,0,0,Erechtites hieracifolia,"North, Central, South America, Caribbean",,1,1,1,1,1,0,0,0,0,0,4,https://www.cabi.org/isc/datasheet/114184
171,Eremochloa_ophiuroides,0,1,0,0,Eremochloa ophiuroides,"China, Vietnam",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
185,Erigeron_quercifolius,1,0,0,0,Erigeron quercifolius,"Fla., Ga., N.C., S.C., Va.; West Indies (Bahama Islands).",,1,1,1,0,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
497,Eriochloa_michauxii,1,0,0,0,Eriochloa michauxii,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
425,Ernodea_cokeri,1,0,0,0,Ernodea cokeri,South Florida and the Bahamas.Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
413,Ernodea_littoralis,1,0,0,0,Ernodea littoralis,"Peninsular Florida, the West Indies, Mexico and Central America (Belize). Reported for northern South America (Standley & Williams, 1975; Correll & Correll, 1982), apparently in error.Ê",,1,0,1,1,0,0,0,0,0,0,2,IRC
463,Eryngium_baldwinii,1,0,0,0,Eryngium baldwinii,"Southeastern United States (Florida, Georgia).Ê",,1,1,0,0,0,0,0,0,0,0,1,IRC
263,Erythrina_herbacea,1,0,0,0,Erythrina herbacea,Native of southern United States of America,,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
357,Eugenia_axillaris,1,0,0,0,Eugenia axillaris,"Bermuda, peninsular Florida, the West Indies, Mexico and Central America.Ê",,1,0,1,1,0,0,0,0,0,0,2,IRC
9,Eugenia_uniflora,0,1,0,1,Eugenia uniflora,Brazil,,1,0,0,0,1,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
16,Eulophia_graminea,0,1,0,1,Eulophia graminea,"China, [India, Indonesia, Japan (Ryukyu Islands), Laos, Malaysia, Myanmar, Nepal, Singapore, Sri Lanka, Thailand, Vietnam].",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
104,Eupatorium_capillifolium,1,0,0,0,Eupatorium capillifolium,"Ala., Ark., Conn., Del., Fla., Ga., Ky., La., Md., Mass., Miss., Mo., N.J., N.C., Okla., Pa., S.C., Tenn., Tex., Va., W.Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
181,Eupatorium_compositrofolium,1,0,0,0,Eupatorium compositrofolium,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
139,Eupatorium_leptophyllum,1,0,0,0,Eupatorium leptophyllum,"Ala., Fla., Ga., Miss., N.C., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
242,Eupatorium_mikanioides,1,0,0,0,Eupatorium mikanioides,Florida only,,1,0,0,0,0,0,0,0,0,0,0,"efloras.org (Flora of China, Flora of North America)"
128,Eupatorium_mohrii,1,0,0,0,Eupatorium mohrii,"Ala., Fla., Ga., La., Miss., N.C., S.C., Tex., Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
347,Eupatorium_serrotinum,1,0,0,0,Eupatorium serrotinum,ÊEastern and central United States.,,1,1,0,0,0,0,0,0,0,0,1,IRC
243,Euphorbia_polyphylla,1,0,0,0,Euphorbia polyphylla,Florida only,,1,0,0,0,0,0,0,0,0,0,0,"efloras.org (Flora of China, Flora of North America)"
487,Eustachys_petraea,1,0,0,0,Eustachys petraea,"Southeastern United States, the West Indies, Mexico and Central America.Ê",,1,1,1,1,0,0,0,0,0,0,3,IRC
352,Evolvulus_sericeus,1,0,0,0,Evolvulus sericeus,"ÊSouthern United States, the West Indies, Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
382,Exothea_paniculata,1,0,0,0,Exothea paniculata,"Eastern peninsular Florida, the West Indies, Mexico and Central America.Ê",,1,0,1,1,0,0,0,0,0,0,2,IRC
14,Ficus_altissima,0,1,0,1,Ficus altissima,"China, [Bhutan, India, Indonesia, Malaysia, Myanmar, Nepal, Philippines, Sikkim, Thailand, Vietnam].",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
236,Ficus_aurea,1,0,0,0,Ficus aurea,Fla.; West Indies.,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
210,Ficus_citrifolia,1,0,0,0,Ficus citrifolia,Fla.; Mexico; West Indies; Central America; South America.,,1,0,1,1,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
40,Ficus_microcarpa,0,1,0,1,Ficus microcarpa,"China, east Asia, Asia-tropical, Australiasia, Pacific Islands",,1,0,0,0,0,0,0,1,1,1,3,https://npgsweb.ars-grin.gov/gringlobal/taxonomydetail.aspx?id=16897
118,Fimbristylis_caroliniana,1,0,0,0,Fimbristylis caroliniana,"Ala., Del., Fla., Ga., La., Md., Miss., N.J., N.C., S.C., Tex., Va.; Mexico; West Indies.",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
57,Fimbristylis_cymosa,0,1,0,0,Fimbristylis cymosa,"Asia, South America",,1,0,0,0,1,0,0,1,0,0,2,CABI
22,Flacourtia_indica,0,1,0,1,Flacourtia indica,Fla.; s Asia (India); Africa; introduced also in tropical and subtropical regions elsewhere.,,1,0,0,0,0,0,1,1,0,0,2,"efloras.org (Flora of China, Flora of North America)"
397,Flavaria_linearis,1,0,0,0,Flavaria linearis,"Florida, the West Indies (Cuba, Bahamas), southern Mexico and Central America (Belize).Ê",,1,0,1,0,0,0,0,0,0,0,1,IRC
358,Forestiera_segregata,1,0,0,0,Forestiera segregata,"Bermuda, southeastern United States and the West Indies.Ê",,1,1,1,0,0,0,0,0,0,0,2,IRC
498,Galactia_brachypoda,1,0,0,0,Galactia brachypoda,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
499,Galactia_floridana,1,0,0,0,Galactia floridana,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
515,Galactia_regularis,1,0,0,0,Galactia regularis,Eastern and southeastern United States south to Miami-Dade and Collier counties.,,1,1,0,0,0,0,0,0,0,0,1,IRC
535,Galactia_smallii,1,0,1,0,Galactia smallii,PR_endemic,,1,0,0,0,0,0,0,0,0,0,0,IRC
348,Galactia_volubilis,1,0,0,0,Galactia volubilis,ÊEndemic to the southeastern United States.,,1,1,0,0,0,0,0,0,0,0,1,IRC
376,Galium_hispidulum,1,0,0,0,Galium hispidulum,Eastern and southeastern United States and the northern Bahamas,,1,1,1,0,0,0,0,0,0,0,2,IRC
385,Glandularia_maritima,1,0,0,0,Glandularia maritima,Endemic to FLorida,,1,0,0,0,0,0,0,0,0,0,0,IRC
221,Guaiacum_sanctum,1,0,0,0,Guaiacum sanctum,Fla.; se Mexico; West Indies; Central America.,,1,0,0,1,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
237,Guapira_discolor,1,0,0,0,Guapira discolor,Fla.; West Indies.,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
383,Guettarda_elliptica,1,0,0,0,Guettarda elliptica,"Eastern peninsular Florida, the West Indies, Mexico and northern South America.Ê",,1,0,1,1,1,0,0,0,0,0,3,IRC
437,Guettarda_scabra,1,0,0,0,Guettarda scabra,South Florida and the West Indies.,,1,0,1,0,0,0,0,0,0,0,1,IRC
366,Gymnopogon_ambiguus,1,0,0,0,Gymnopogon ambiguus,Eastern and central United States and the West Indies (Hispaniola),,1,1,1,0,0,0,0,0,0,0,2,IRC
379,Gymnopogon_brevifolius,1,0,0,0,Gymnopogon brevifolius,Eastern and southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
135,Habenaria_quinqueseta,1,0,0,0,Habenaria quinqueseta,"Ala., Fla., Ga., La., Miss., S.C., Tex.; Mexico; West Indies; Central America; South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
58,Hamelia_patens,1,0,0,0,Hamelia patens,"Bermuda, peninsular Florida, the West Indies, Mexico, Central America and South America.Ê",,1,0,1,1,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
112,Helenium_flexuosum,1,0,0,0,Helenium flexuosum,"Ala., Ark., Fla., Ga., Ill., Ind., Ky., La., Md., Mass., Mich., Miss., Mo., N.J., N.C., Ohio, Okla., Pa., S.C., Tenn., Tex., Va., W.Va., Wis.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
500,Helianthemum_corymbosum,1,0,0,0,Helianthemum corymbosum,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
509,Heliotropium_angiospermum,1,0,0,0,Heliotropium angiospermum,"Southern United States (Florida, Texas), the West Indies, Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
394,Heliotropium_polyphyllum,1,0,0,0,Heliotropium polyphyllum,Florida and the northern Bahamas.Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
153,Herissantia_crispa,1,0,0,0,Herissantia crispa,"Ariz., Calif., Fla., N.Mex., Tex.; Mexico; West Indies; Central America; South America; introduced in Asia, Australia.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
161,Heteropogon_contortus,0,1,0,0,Heteropogon contortus,"China,  [tropics and subtropics of the world, extending to Mediterranean and other warm-temperate areas].",,1,0,0,0,0,0,1,1,1,1,4,"efloras.org (Flora of China, Flora of North America)"
280,Heterotheca_subaxillaris,1,0,0,0,Heterotheca subaxillaris,"United States, Mexico.",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
187,Hieracium_megacephalon,1,0,0,0,Hieracium megacephalon,"Fla., Ga., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
512,Houstonia_procumbens,1,0,0,0,Houstonia procumbens,Southern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
439,Hypelate_trifoliata,1,0,0,0,Hypelate trifoliata,South Florida and the West Indies.Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
156,Hypericum_hypericoides,1,0,0,0,Hypericum hypericoides,"c, e United States, Mexico, West Indies (Bahamas, Greater Antilles), Bermuda, Central America (Guatemala, Honduras).",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
113,Hypoxis_sessilis,1,0,0,0,Hypoxis sessilis,"Ala., Ark., Fla., Ga., La., Miss., N.C., Okla., S.C., Tex., Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
81,Hypoxis_sp.,1,0,0,0,Hypoxis sp.,Êmainly Southern Hemisphere; most species of Hypoxis are in southern Africa,,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
471,Hyptis_alata,1,0,0,0,Hyptis alata,"Southeastern United States and the Greater Antilles (Cuba, Hispaniola)",,1,1,1,0,0,0,0,0,0,0,2,IRC
485,Ilex_cassine,1,0,0,0,Ilex cassine,"Southeastern United States, the West Indies (Cuba, Bahamas), Mexico and Central America",,1,1,1,1,0,0,0,0,0,0,3,IRC
436,Ilex_krugiana,1,0,0,0,Ilex krugiana,"South Florida and the West Indies (the Bahamas, Hispaniola, Puerto Rico).Ê",,1,0,1,0,0,0,0,0,0,0,1,IRC
49,Imperata_brasilensis,0,0,0,1,Imperata brasilensis,"native to southern North America, Central America, and South America. Its native distribution extends from the Cape Region of Baja California Sur, Mexico, south to Brazil and Argentina",,1,0,0,1,1,0,0,0,0,0,2,https://www.fs.fed.us/database/feis/plants/graminoid/impspp/all.html
360,Indigofera_hirsuta,0,1,0,0,Indigofera hirsuta,"Africa, introduced elsewhere",,1,0,0,0,0,0,1,0,0,0,1,IRC
450,Indigofera_miniata_v._floridana,1,0,0,0,Indigofera miniata v. floridana,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
94,Indigofera_suffruticosa,0,1,0,0,Indigofera suffruticosa,[native to tropical America; widely cultivated in tropical and subtropical Asia].,,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
492,Ipomoea_cordatotriloba,1,0,0,0,Ipomoea cordatotriloba,Southeastern United States.,,1,1,0,0,0,0,0,0,0,0,1,IRC
510,Ipomoea_hederifolia,1,0,0,0,Ipomoea hederifolia,"Southern United States, the West Indies, Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
89,Ipomoea_indica,1,0,0,0,Ipomoea indica,"Southeastern United States, the West Indies, Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
421,Ipomoea_microdactyla,1,0,0,0,Ipomoea microdactyla,"Scattered in South Florida (Miami-Dade County) and the West Indies (Cuba, Bahamas, Puerto Rico [Mona Island only]).Ê",,1,0,1,0,0,0,0,0,0,0,1,IRC
483,Ipomoea_sagittata,1,0,0,0,Ipomoea sagittata,"Southeastern United States, the West Indies (Bahamas, Greater Antilles), southern Mexico, Central America and the Old World.Ê",,1,1,1,1,0,0,0,0,0,0,3,IRC
429,Ipomoea_tenuissima,1,0,0,0,Ipomoea tenuissima,South Florida and the Greater Antilles.Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
194,Iresine_diffusa,1,0,0,0,Iresine diffusa,"Fla., La., Tex.; Mexico; West Indies; Central America; South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
522,Jacquemontia_curtisii_F08,1,0,0,0,Jacquemontia curtisii F08,Endemic to South Florida,,1,0,0,0,0,0,0,0,0,0,0,IRC
401,Jacquemontia_pentathos,1,0,0,0,Jacquemontia pentathos,"Monroe County Keys north to Miami-Dade and Collier counties; West Indies, Mexico, Central America and South America",,1,0,1,1,1,0,0,0,0,0,3,IRC
225,Jacquinia_keyensis,1,0,0,0,Jacquinia keyensis,"Fla.; West Indies (Bahamas, Cayman Islands, Cuba, Hispaniola, Jamaica).",,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
44,Jasminum_dichotomum,0,1,0,1,Jasminum dichotomum,Tropical West Africa,,1,0,0,0,0,0,1,0,0,0,1,https://plants.ifas.ufl.edu/plant-directory/jasminum-dichotomum/
45,Jasminum_fluminense,0,1,0,1,Jasminum fluminense,Tropical West Africa,,1,0,0,0,0,0,1,0,0,0,1,https://plants.ifas.ufl.edu/plant-directory/jasminum-fluminense/
123,Juncus_megacephalus,1,0,0,0,Juncus megacephalus,"Ala., Fla., Ga., La., Md., Miss., N.C., S.C., Tex., Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
