Num,Names,Native,NonNative,PR_endemic,FLEPPCall_2017,Names,Range,,Florida,US,Caribbean,Central America ,South America,Europe ,Africa,Asia ,Australasia,Oceania,sum,Range info from where?
82,Juniperus_virginiana,0,1,0,0,Juniperus virginiana,"ÊOnt., Que.; Ala., Ark., Conn., Del., D.C., Fla., Ga., Ill., Ind., Iowa, Kans., Ky., La., Maine, Md., Mass., Mich., Minn., Miss., Mo., Nebr., N.H., N.J., N.Y., N.C., Ohio, Okla., Pa., R.I., S.C., S.Dak., Tenn., Tex., Vt., Va., W.Va., Wis.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
464,Justicia_angusta,1,0,0,0,Justicia angusta,"Southeastern United States (Florida, Georgia).Ê",,1,1,0,0,0,0,0,0,0,0,1,IRC
307,Kalanchoe_daigremontiana,0,1,0,0,Kalanchoe daigremontiana,Madagascar,,1,0,0,0,0,0,1,0,0,0,1,http://keyserver.lucidcentral.org/weeds/data/media/Html/bryophyllum_daigremontianum.htm
39,Kalanchoe_pinnata,0,1,0,1,Kalanchoe pinnata = Bryophyllum pinnatum,"Madagascar, naturalized in tropical and subtropical areas, including parts of Asia, Australia, New Zealand, West Indies, Macaronesia, Mascarenes, Galapagos Islands, Melanesia, Polynesia, and Hawaii",,1,0,0,0,0,0,1,0,0,0,1,https://npgsweb.ars-grin.gov/gringlobal/taxonomydetail.aspx?21076
319,Kigelia_pinnata,0,1,0,0,Kigelia pinnata,South and Central Africa.,,1,0,0,0,0,0,1,0,0,0,1,http://www.tradewindsfruit.com/content/sausage-tree.htm
77,Koanophyllon_villosum,1,0,0,0,Koanophyllon villosum,ÊFla.; West Indies (Bahamas).,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
99,Lactuca_graminifolia,1,0,0,0,Lactuca graminifolia,"Ala., Ariz., Colo., Fla., Ga., La., Miss., N.J., N.Mex., N.C., S.C., Tex.; Mexico (Chihuahua); Central America.",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
46,Lantana_camara,0,1,0,1,Lantana camara,West Indies,,1,0,1,1,1,0,0,0,0,0,3,https://plants.ifas.ufl.edu/plant-directory/lantana-camara/
440,Lantana_canescens,1,0,0,0,Lantana canescens,"South Florida, the Greater Antilles (not Puerto Rico), Mexico, Central America and South America.Ê",,1,0,1,1,1,0,0,0,0,0,3,IRC
536,Lantana_depressa,1,0,1,0,Lantana depressa,PR_endemic,,1,0,0,0,0,0,0,0,0,0,0,IRC
417,Lantana_involucrata,1,0,0,0,Lantana involucrata,"Peninsular Florida, the West Indies, Mexico, Central America, South America and the Galapagos Islands.Ê",,1,0,1,1,1,0,0,0,0,0,3,IRC
182,Lechea_deckertii,1,0,0,0,Lechea deckertii,"Fla., Ga.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
67,Lechea_sessiliflora,1,0,0,0,Lechea sessiliflora,"ÊAla., Fla., Ga., Miss., N.C., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
276,Lechea_torreyi,1,0,0,0,Lechea torreyi,"se United States, Central America (Belize).",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
34,Leucaena_leucocephala,0,1,0,1,Leucaena leucocephala,Central AmericaÊ,,1,0,0,1,0,0,0,0,0,0,1,http://plants.ifas.ufl.edu/plant-directory/leucaena-leucocephala/
527,Leucothrinax_morrisii,1,0,0,0,Leucothrinax morrisii,"South Florida and the West Indies, where scattered.Ê",,1,0,1,0,0,0,0,0,0,0,1,IRC
119,Liatris_chapmanii,1,0,0,0,Liatris chapmanii,"Ala., Fla., Ga.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
144,Liatris_gracilis,1,0,0,0,Liatris gracilis,"Ala., Fla., Ga., Miss., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
146,Liatris_tenuifolia,1,0,0,0,Liatris tenuifolia,"Ala., Fla., Ga., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
528,Licania_michauxiana,1,0,0,0,Licania michauxiana,Southeastern United States south to the Monroe County Keys.,,1,1,0,0,0,0,0,0,0,0,1,IRC
92,Lindernia_dubia,1,0,0,0,Lindernia dubia,[native to North America],,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
523,Linum_arenicola,1,0,0,0,Linum arenicola,Endemic to South Florida,,1,0,0,0,0,0,0,0,0,0,0,IRC
537,Linum_carteri,1,0,1,0,Linum carteri,PR_endemic,,1,0,0,0,0,0,0,0,0,0,0,IRC
155,Linum_medium,1,0,0,0,Linum medium,"c, e North America, West Indies (Bahamas).",,1,1,1,0,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
451,Lobelia_glandulosa,1,0,0,0,Lobelia glandulosa,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
452,Lobelia_paludosa,1,0,0,0,Lobelia paludosa,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
392,Ludwigia_curtissii,1,0,0,0,Ludwigia curtissii,Florida and the Bahamas.Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
475,Ludwigia_microcarpa,1,0,0,0,Ludwigia microcarpa,"Southeastern United States and the West Indies (Cuba, Bahamas)",,1,1,1,0,0,0,0,0,0,0,2,IRC
18,Lygodium_japonicum,0,1,0,1,Lygodium japonicum,eastern Asia,,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
188,Lyonia_fruticosa,1,0,0,0,Lyonia fruticosa,"Fla., Ga., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
446,Lysiloma_latisiliquum,1,0,0,0,Lysiloma latisiliquum,"South Florida, the West Indies, Mexico and Central America.Ê",,1,0,1,1,0,0,0,0,0,0,2,IRC
312,Lysiloma_sabicu,0,1,0,0,Lysiloma sabicu,Bahamian Archipelago as well as in Cuba and Hispaniola.,,1,0,1,0,0,0,0,0,0,0,1,http://www.levypreserve.org/Plant-Listings/Lysiloma-sabicu
330,Macroptilium_atropurpureum,0,1,0,0,Macroptilium atropurpureum,"Central, South America, Caribbean",,1,0,1,1,1,0,0,0,0,0,3,https://www.feedipedia.org/node/278
48,Macroptillum_lathyroides,0,1,0,1,Macroptillum lathyroides,"Êtropical America (Central America, the Caribbean Islands, South America) and is naturalized in the tropics and subtropics",,1,0,1,1,1,0,0,0,0,0,3,https://www.feedipedia.org/node/627
252,Manilkara_jaimiqui,1,0,0,0,Manilkara jaimiqui,"Florida, West Indies (Greater Antilles).",,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
395,Mecardonia_acuminata_ssp._peninsularis,1,0,0,0,Mecardonia acuminata ssp. peninsularis,Florida only,,1,0,0,0,0,0,0,0,0,0,0,IRC
47,Melaleuca_quinquenervia,0,1,0,1,Melaleuca quinquenervia,"Australia, New Guinea, and the Solomon Islands",,1,0,0,0,0,0,0,0,1,1,2,https://plants.ifas.ufl.edu/plant-directory/melaleuca-quinquenervia/
403,Melaleuca_viminalis,0,1,0,0,Melaleuca viminalis,Native to Australia.Ê,,1,0,0,0,0,0,0,0,1,0,1,IRC
120,Melanthera_nivea,1,0,0,0,Melanthera nivea,"Ala., Fla., Ga., Ill., Ky., La., Miss., S.C.; Mexico; West Indies; Central America; South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
524,Melanthera_parvifolia,1,0,0,0,Melanthera parvifolia,Endemic to South Florida,,1,0,0,0,0,0,0,0,0,0,0,IRC
4,Melia_azedarach,0,1,0,1,Melia azedarach,"ÊIran, China, Burma, Turkey, India & W. Pakistan.",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
24,Melinis_minutiflora,0,1,0,1,Melinis minutiflora,"Hong Kong, Taiwan, Yunnan [native to Africa].",,1,0,0,0,0,0,1,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
6,Melinis_repens,0,1,0,1,Melinis repens,Africa,,1,0,0,0,0,0,1,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
84,Melochia_tomentosa,1,0,0,0,Melochia tomentosa,"Êsc, se United States, Mexico, West Indies, Central America, South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
248,Melothria_pendula,1,0,0,0,Melothria pendula,"Florida, central and eastern US",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
262,Merremia_dissecta,0,1,0,0,Merremia dissecta,native in North and South America].,,1,1,0,0,1,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
384,Metopium_toxiferum,1,0,0,0,Metopium toxiferum,Eastern South Florida and the Greater Antilles.,,1,0,1,0,0,0,0,0,0,0,1,IRC
65,Mikania_scandens,1,0,0,0,Mikania scandens,"Eastern North America, the West Indies (Cuba, Bahamas), Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
62,Mimosa_pudica,0,1,0,0,Mimosa pudica,Ê[native to tropical America,,1,0,0,1,1,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
343,Mimosa_quadrivalvis,1,0,0,0,Mimosa quadrivalvis,"USA:Ê FLÊ,ÊÊGAÊ,ÊÊKYÊ,ÊÊTXÊ",,1,1,0,0,0,0,0,0,0,0,1,https://www.wildflower.org/plants/result.php?id_plant=MIQU2
96,Mitreola_petiolata,1,0,0,0,Mitreola petiolata,"Southeastern United States, the West Indies, Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
473,Mitreola_sessilifolia,1,0,0,0,Mitreola sessilifolia,Southeastern United States and the northern Bahamas.,,1,1,1,0,0,0,0,0,0,0,2,IRC
7,Momordica_charantia,0,1,0,1,Momordica charantia,Africa,,1,0,0,0,0,0,1,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
419,Morinda_royoc,1,0,0,0,Morinda royoc,"Peninsular Florida, the West Indies, southern Mexico, Central America and South America.Ê",,1,0,1,1,1,0,0,0,0,0,3,IRC
432,Mosiera_longipes,1,0,0,0,Mosiera longipes,"South Florida and the West Indies (Bahamas, Hispaniola, Puerto Rico",,1,0,1,0,0,0,0,0,0,0,1,IRC
169,Mucuna_pruriens,0,1,0,0,Mucuna pruriens,"China, [widely distributed in the tropics].",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
346,Muhlenbergia_capillaris_B06,1,0,0,0,Muhlenbergia capillaris B06,"ÊEastern and central United States, the West Indies (Cuba, Bahamas, Puerto Rico), Mexico and Central America.Ê",,1,1,1,1,0,0,0,0,0,0,3,IRC
416,Myrcianthes_fragrans,1,0,0,0,Myrcianthes fragrans,"Peninsular Florida, the West Indies, Mexico, Central America, and northern South America",,1,0,1,1,1,0,0,0,0,0,3,IRC
111,Myrica_cerifera,1,0,0,0,Myrica cerifera,"Ala., Ark., Del., Fla., Ga., La., Md., Miss., N.J., N.C., Okla., S.C., Tex., Va.; Mexico; West Indies; Bermuda; Central America.",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
226,Myrsine_cubana,1,0,0,0,Myrsine cubana,"Fla.; West Indies (Bahamas, Cayman Islands, Cuba); Central America.",,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
230,Nephrolepis_exaltata,1,0,0,0,Nephrolepis exaltata,Fla.; West Indies; Pacific Islands in scattered locations.,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
477,Neptunia_pubescens,1,0,0,0,Neptunia pubescens,"Southeastern United States, Greater Antilles (Cuba, Hispaniola), Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
13,Neyraudia_reynaudiana,0,1,0,1,Neyraudia reynaudiana,"China, [Bhutan, Cambodia, NE India, Indonesia, Japan, Laos, Malaysia, Myanmar, Nepal, Thailand, Vietnam].",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
447,Ocimum_campechianum,1,0,0,0,Ocimum campechianum,"South Florida, the West Indies, Mexico, Central America and South America.Ê",,1,0,1,1,1,0,0,0,0,0,3,IRC
205,Oeceoclades_maculata,0,1,0,0,Oeceoclades maculata,Fla.; Mexico; West Indies; Central America; South America; Africa.,,1,0,1,1,1,0,1,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
86,Opuntia_humifusa,1,0,0,0,Opuntia humifusa,ÊUnited States.,,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
256,Oxalis_corniculata,1,0,0,0,Oxalis corniculata,"introduced; B.C., Man., Ont., N.S., P.E.I., Que., Sask.; Ala., Ariz., Ark., Calif., Colo., Conn., Del., D.C., Fla., Ga., Idaho, Ill., Ind., Ky., La., Maine, Md., Mass., Mich., Miss., Mo., Mont., Nebr., N.J., N.C., Ohio, Okla., Oreg., Pa., S.C., S.Dak., Tex., Vt., Va., Wash., W.Va.; Mexico; West Indies; Central America; South America;Ê",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
314,Pachyrhizus_erosus,0,1,0,0,Pachyrhizus erosus,"Native Range: Central America, South America",,1,0,0,1,1,0,0,0,0,0,2,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a757
28,Paederia_cruddasiana,0,1,0,1,Paederia cruddasiana,"Yunnan [Bangladesh, Bhutan, India, Myanmar, Nepal, Thailand, Vietnam].",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
183,Palafoxia_integrifolia,1,0,0,0,Palafoxia integrifolia,"Fla., Ga.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
93,Panicum_maximum,0,1,0,0,Panicum maximum,[native to tropical Africa and America],,1,0,0,0,0,0,1,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
488,Panicum_tenerum,1,0,0,0,Panicum tenerum,"Southeastern United States, the West Indies, Mexico and Central America.Ê",,1,1,1,1,0,0,0,0,0,0,3,IRC
267,Panicum_virgatum,1,0,0,0,Panicum virgatum,native to North America],,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
173,Parietaria_floridana,1,0,0,0,Parietaria floridana,"Del., Fla., Ga., La., Miss., N.C., S.C., Tex.; Mexico; West Indies; South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
258,Parthenocissus_quinquefolia,1,0,0,0,Parthenocissus quinquefolia,"N.B., N.S., Ont., P.E.I., Que., Sask.; Ala., Ark., Colo., Conn., Del., D.C., Fla., Ga., Ill., Ind., Iowa, Kans., Ky., La., Maine, Md., Mass., Mich., Minn., Miss., Mo., Mont., Nebr., N.H., N.J., N.Y., N.C., Ohio, Okla., Pa., R.I., S.C., S.Dak., Tenn., Tex., Utah, Vt., Va., W.Va., Wis.; e Mexico; West Indies (Bahamas, Cuba), Central America (El Salvador, Guatemala).",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
448,Paspalum_blodgettii,1,0,0,0,Paspalum blodgettii,"South Florida, the West Indies, southern Mexico and Central America.",,1,0,1,1,0,0,0,0,0,0,2,IRC
412,Paspalum_caespitosum,1,0,0,0,Paspalum caespitosum,"Peninsular Florida, the West Indies, Mexico and Central America",,1,0,1,1,0,0,0,0,0,0,2,IRC
374,Paspalum_floridanum,1,0,0,0,Paspalum floridanum,Eastern and central United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
424,Paspalum_laxum,1,0,0,0,Paspalum laxum,"South Florida (Monroe County Keys), the West Indies and Central America (Belize).Ê",,1,0,1,1,0,0,0,0,0,0,2,IRC
501,Paspalum_monostychium,1,0,0,0,Paspalum monostychium,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
516,Paspalum_setaceum,1,0,0,0,Paspalum setaceum,"Widespread in North America, the West Indies, Mexico and probably Central America;Ê",,1,1,1,1,0,0,0,0,0,0,3,IRC
19,Passiflora_biflora,0,1,0,1,Passiflora biflora,"Fla.; Mexico; West Indies (Bahamas); Central America; South America (Colombia, Ecuador, Venezuela).",,1,0,0,1,1,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
61,Passiflora_suberosa,1,0,0,0,Passiflora suberosa,"Southeastern United States (peninsular Florida, Texas), the West Indies, Mexico, Central America and South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
74,Pectis_glaucescens,1,0,0,0,Pectis glaucescens,"ÊFla.; West Indies (Bahamas, Hispaniola, Jamaica).",,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
502,Penstemon_multiflorus,1,0,0,0,Penstemon multiflorus,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
411,Pentalinon_luteum,1,0,0,0,Pentalinon luteum,"Peninsular Florida, the West Indies and the Bay Islands of Honduras.Ê",,1,0,1,0,0,0,0,0,0,0,1,IRC
117,Persea_palustris,1,0,0,0,Persea palustris,"Ala., Del., Fla. Ga., La., Md., Miss., N.C., S.C., Tex., Va.; West Indies (Bahamas).",,1,1,1,0,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
453,Phaseolus_polystachios,1,0,0,0,Phaseolus polystachios,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
190,Phlebodium_aureum,1,0,0,0,Phlebodium aureum,"Fla., Ga.; Mexico; West Indies; Central America; South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
168,Phyla_nodiflora,1,0,0,0,Phyla nodiflora,"China, [tropics and subtropics of both hemispheres].",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
444,Phyla_stoechadifolia,1,0,0,0,Phyla stoechadifolia,"South Florida, the West Indies (Greater Antilles, Bahamas), Mexico, Central America and northern South America (Venezuela).Ê",,1,0,1,1,1,0,0,0,0,0,3,IRC
69,Phyllanthus_caroliniensis_ssp._saxicola,1,0,0,0,Phyllanthus caroliniensis ssp. saxicola,"Êc, e United States, Mexico, West Indies, Central America, South America; introduced in se Asia.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
525,Phyllanthus_pentaphyllus_v._floridana,1,0,0,0,Phyllanthus pentaphyllus v. floridana,Endemic to South Florida,,1,0,0,0,0,0,0,0,0,0,0,IRC
493,Physalis_walteri,1,0,0,0,Physalis walteri,Southeastern United States.,,1,1,0,0,0,0,0,0,0,0,1,IRC
454,Physostegia_purpurea,1,0,0,0,Physostegia purpurea,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
268,Phytolacca_americana,1,0,0,0,Phytolacca americana,North America,,1,0,0,0,0,0,0,0,0,0,0,"efloras.org (Flora of China, Flora of North America)"
184,Pilea_microphylla,1,0,0,0,Pilea microphylla,"Fla., Ga., La., S.C.; Mexico; West Indies; Central America; tropical South America; Pacific Islands (Hawaii); Asia.",,1,1,1,1,1,0,0,1,0,1,6,"efloras.org (Flora of China, Flora of North America)"
461,Piloblephis_rigida,1,0,0,0,Piloblephis rigida,"Southeastern United States (Florida, Georgia) and the northern Bahamas.Ê",,1,1,1,0,0,0,0,0,0,0,2,IRC
469,Pinguicula_pumila,1,0,0,0,Pinguicula pumila,Southeastern United States and the Bahamas.Ê,,1,1,1,0,0,0,0,0,0,0,2,IRC
133,Pinus_elliottii,1,0,0,0,Pinus elliottii,"Ala., Fla., Ga., La., Miss., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
68,Piriqueta_cistoides_ssp._caroliniana,1,0,0,0,Piriqueta cistoides ssp. caroliniana,"ÊAla., Fla., Ga., S.C.; West Indies; South America.",,1,1,1,0,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
443,Pithecellobium_keyense,1,0,0,0,Pithecellobium keyense,"South Florida, the West Indies (Cuba, Bahamas), Mexico (Yucatan peninsula) and Central America (Belize).Ê",,1,0,1,1,0,0,0,0,0,0,2,IRC
158,Pityopsis_graminifolia,1,0,0,0,Pityopsis graminifolia,"c, se United States, se Mexico, Bahamas, Central America (Belize, Guatemala, Honduras).",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
271,Pleopeltis_polypodioides_v._michauxiana,1,0,0,0,Pleopeltis polypodioides v. michauxiana,"North America, Mexico, West Indies, Central America, South America, Africa.",,1,1,1,1,1,0,1,0,0,0,5,"efloras.org (Flora of China, Flora of North America)"
131,Pluchea_baccharis,1,0,0,0,Pluchea baccharis,"Ala., Fla., Ga., La., Miss., N.C., S.C., Tex.; Mexico; West Indies (Bahamas); Central America (Belize, Honduras, Nicaragua).",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
255,Pluchea_carolinensis,0,1,0,0,Pluchea carolinensis,"introduced, Fla.; Mexico; West Indies; Bermuda; Central America; South America; introduced in Pacific Islands.",,1,0,1,1,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
64,Pluchea_odorata,1,0,0,0,Pluchea odorata,"Southern United States, the West Indies, Mexico, Central America and northern South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
90,Plumeria_obtusa,0,1,0,0,Plumeria obtusa,[native of the Caribbean Islands],,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
177,Poinsettia_cyathophora,1,0,0,0,Poinsettia cyathophora,E. USA and Mexico.Ê,,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
514,Poinsettia_heterophylla,1,0,0,0,Poinsettia heterophylla,"Widespread in North America, the West Indies, Mexico, Central America and South America",,1,1,1,1,1,0,0,0,0,0,4,IRC
538,Poinsettia_pinetorum,1,0,1,0,Poinsettia pinetorum,PR_endemic,,1,0,0,0,0,0,0,0,0,0,0,IRC
137,Polanisia_tenuifolia,1,0,0,0,Polanisia tenuifolia,"Ala., Fla., Ga., Miss.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
474,Polygala_balduinii,1,0,0,0,Polygala balduinii,"Southeastern United States and the West Indies (Cuba, Bahamas",,1,1,1,0,0,0,0,0,0,0,2,IRC
503,Polygala_boykinii,1,0,0,0,Polygala boykinii,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
364,Polygala_incarnata,1,0,0,0,Polygala incarnata,"Eastern and central North America, Mexico and Central America",,1,1,0,1,0,0,0,0,0,0,2,IRC
490,Polygala_violacea,1,0,0,0,Polygala violacea,"Southeastern United States, the West Indies, Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
244,Polygonella_ciliata,1,0,0,0,Polygonella ciliata,Florida only,,1,0,0,0,0,0,0,0,0,0,0,"efloras.org (Flora of China, Flora of North America)"
140,Polygonella_gracilis,1,0,0,0,Polygonella gracilis,"Ala., Fla., Ga., Miss., N.C., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
277,Polygonella_polygama,1,0,0,0,Polygonella polygama,se United States.,,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
369,Polypremum_procumbens,1,0,0,0,Polypremum procumbens,"Eastern and central United States, the West Indies, Mexico, Central America and South America; also reported for Old World.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
165,Pongamia_pinnata,0,1,0,0,Pongamia pinnata,"China, [Bangladesh, India, Indonesia, Japan, Malaysia, Myanmar, Papua New Guinea, Philippines, Sri Lanka, Thailand, Vietnam; C Africa, Australia, Central America, Pacific islands].",,1,0,0,0,0,0,1,1,1,1,4,"efloras.org (Flora of China, Flora of North America)"
130,Ponthieva_racemosa,1,0,0,0,Ponthieva racemosa,"Ala., Fla., Ga., La., Miss., N.C., S.C., Tex., Va.; Mexico; West Indies; Central America; South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
257,Premna_odorata,0,1,0,0,Premna odorata,N and S Taiwan [Philippines],,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
1,Psidium_guajava,0,1,0,1,Psidium guajava,Ê[native to tropical America],,1,0,0,1,1,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
100,Psilotum_nudum,1,0,0,0,Psilotum nudum,"Ala., Ariz., Fla., Ga., La., Miss., S.C., Tex.; Mexico; West Indies in the Antilles; Central America; South America; tropical Asia; tropical Africa.",,1,1,1,1,1,0,1,1,0,0,6,"efloras.org (Flora of China, Flora of North America)"
431,Psychotria_ligustrifolia,1,0,0,0,Psychotria ligustrifolia,"South Florida and the West Indies (Bahamas, Greater Antilles).",,1,0,1,0,0,0,0,0,0,0,1,IRC
414,Psychotria_nervosa,1,0,0,0,Psychotria nervosa,"Peninsular Florida, the West Indies, Mexico, Central America and northern South America.",,1,0,1,1,1,0,0,0,0,0,3,IRC
445,Psychotria_sulzneri,1,0,0,0,Psychotria sulzneri,"South Florida, the West Indies, Mexico and Central America.",,1,0,1,1,0,0,0,0,0,0,2,IRC
149,Pteridium_aquilinum_v._caudatum,1,0,0,0,Pteridium aquilinum v. caudatum,almost worldwide.,,1,1,1,1,1,1,1,1,1,1,9,"efloras.org (Flora of China, Flora of North America)"
292,Pteris_bahamensis,1,0,0,0,Pteris bahamensis,Fla.; West Indies in the Bahamas.,,1,0,1,0,0,0,0,0,0,0,1,Fla.; West Indies in the Bahamas.
35,Pteris_vittata,0,1,0,1,Pteris vittata,"China, Taiwan, Australia, Africa",,1,0,0,0,0,0,1,1,1,0,3,http://plants.ifas.ufl.edu/plant-directory/pteris-vittata/
396,Pteris_x_delchampsii,0,1,0,0,Pteris x delchampsii,Florida only,,1,0,0,0,0,0,0,0,0,0,0,IRC
141,Pterocaulon_pycnostachyum,1,0,0,0,Pterocaulon pycnostachyum,"Ala., Fla., Ga., Miss., N.C., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
148,Pteroglossaspis_ecristata,1,0,0,0,Pteroglossaspis ecristata,"Ala., Fla., La., N.C., S.C.; West Indies (Cuba); South America (Colombia).",,1,1,1,0,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
2,Pueraria_montana,0,1,0,1,Pueraria montana," Everywhere in China ex_cept Qinghai, Xinjiang, and Xizang [SE Asia to Australia].",,1,0,0,0,0,0,0,1,1,0,2,"efloras.org (Flora of China, Flora of North America)"
71,Quercus_minima,1,0,0,0,Quercus minima,"ÊFla., Ga., Miss., N.C., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
142,Quercus_pumila,1,0,0,0,Quercus pumila,"Ala., Fla., Ga., Miss., N.C., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
455,Quercus_virginianus,1,0,0,0,Quercus virginianus,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
