540_Names,Very_large,Large,Medium,Order,Full_Tree,PR_endemic,FLEPPCall_2017,NonNative,Full_Tree,Florida,USCan_notFL,Caribbean, Central_America,South_America,Europe ,Africa,Asia ,Australasia,Oceania
Lechea_sessiliflora,7,7,10,37,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Lechea_torreyi,7,7,10,37,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
Leucaena_leucocephala,7,7,9,28,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
Leucothrinax_morrisii,4,4,4,9,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Liatris_chapmanii,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Liatris_gracilis,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Liatris_tenuifolia,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Licania_michauxiana,7,7,9,30,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Lindernia_dubia,6,6,8,24,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Linum_arenicola,7,7,9,30,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Linum_carteri,7,7,9,30,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Linum_medium,7,7,9,30,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Lobelia_glandulosa,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Lobelia_paludosa,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Ludwigia_curtissii,7,7,10,38,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Ludwigia_microcarpa,7,7,10,38,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Lygodium_japonicum,2,1,1,4,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Lyonia_fruticosa,6,6,7,20,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Lysiloma_latisiliquum,7,7,9,28,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Lysiloma_sabicu,7,7,9,28,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Macroptilium_atropurpureum,7,7,9,28,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
Macroptillum_lathyroides,7,7,9,28,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
Manilkara_jaimiqui,6,6,7,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Mecardonia_acuminata_ssp._peninsularis,6,6,8,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Melaleuca_quinquenervia,7,7,10,38,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
Melaleuca_viminalis,7,7,10,38,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
Melanthera_nivea,6,6,6,19,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Melanthera_parvifolia,6,6,6,19,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Melia_azedarach,7,7,10,40,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Melinis_minutiflora,4,4,4,14,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
Melinis_repens,4,4,4,14,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
Melochia_tomentosa,7,7,10,37,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Melothria_pendula,7,7,9,27,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Merremia_dissecta,6,6,8,25,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Metopium_toxiferum,7,7,10,40,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Mikania_scandens,6,6,6,19,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Mimosa_pudica,7,7,9,28,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0
Mimosa_quadrivalvis,7,7,9,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mitreola_petiolata,6,6,8,23,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Mitreola_sessilifolia,6,6,8,23,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Momordica_charantia,7,7,9,27,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
Morinda_royoc,6,6,8,23,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Mosiera_longipes,7,7,10,38,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Mucuna_pruriens,7,7,9,28,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
Muhlenbergia_capillaris_B06,4,4,4,14,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Myrcianthes_fragrans,7,7,10,38,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Myrica_cerifera,7,7,9,29,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Myrsine_cubana,6,6,7,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Nephrolepis_exaltata,2,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Neptunia_pubescens,7,7,9,28,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Neyraudia_reynaudiana,4,4,4,14,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Ocimum_campechianum,6,6,8,24,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Oeceoclades_maculata,4,4,4,10,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0
Opuntia_humifusa,6,5,5,15,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Oxalis_corniculata,7,7,9,31,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Pachyrhizus_erosus,7,7,9,28,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0
Paederia_cruddasiana,6,6,8,23,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Palafoxia_integrifolia,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Panicum_maximum,4,4,4,14,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
Panicum_tenerum,4,4,4,14,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Panicum_virgatum,4,4,4,14,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Parietaria_floridana,7,7,9,32,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Parthenocissus_quinquefolia,7,7,9,34,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Paspalum_blodgettii,4,4,4,14,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Paspalum_caespitosum,4,4,4,14,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Paspalum_floridanum,4,4,4,14,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Paspalum_laxum,4,4,4,14,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Paspalum_monostychium,4,4,4,14,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Paspalum_setaceum,4,4,4,14,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Passiflora_biflora,7,7,9,30,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0
Passiflora_suberosa,7,7,9,30,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Pectis_glaucescens,6,6,6,19,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Penstemon_multiflorus,6,6,8,24,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Pentalinon_luteum,6,6,8,23,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Persea_palustris,3,3,3,7,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Phaseolus_polystachios,7,7,9,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Phlebodium_aureum,2,1,1,2,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Phyla_nodiflora,6,6,8,24,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Phyla_stoechadifolia,6,6,8,24,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Phyllanthus_caroliniensis_ssp._saxicola,7,7,9,30,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Phyllanthus_pentaphyllus_v._floridana,7,7,9,30,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Physalis_walteri,6,6,8,25,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Physostegia_purpurea,6,6,8,24,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Phytolacca_americana,6,5,5,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Pilea_microphylla,7,7,9,32,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1
Piloblephis_rigida,6,6,8,24,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Pinguicula_pumila,6,6,8,24,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Pinus_elliottii,1,2,2,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Piriqueta_cistoides_ssp._caroliniana,7,7,9,30,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
Pithecellobium_keyense,7,7,9,28,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Pityopsis_graminifolia,6,6,6,19,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Pleopeltis_polypodioides_v._michauxiana,2,1,1,2,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0
Pluchea_baccharis,6,6,6,19,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Pluchea_carolinensis,6,6,6,19,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
Pluchea_odorata,6,6,6,19,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Plumeria_obtusa,6,6,8,23,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Poinsettia_cyathophora,7,7,9,30,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Poinsettia_heterophylla,7,7,9,30,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Poinsettia_pinetorum,7,7,9,30,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Polanisia_tenuifolia,7,7,10,36,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Polygala_balduinii,7,7,9,28,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Polygala_boykinii,7,7,9,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Polygala_incarnata,7,7,9,28,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
Polygala_violacea,7,7,9,28,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Polygonella_ciliata,7,7,9,28,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Polygonella_gracilis,7,7,9,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Polygonella_polygama,7,7,9,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Polypremum_procumbens,6,6,8,24,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Pongamia_pinnata,7,7,9,28,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1
Ponthieva_racemosa,4,4,4,10,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Premna_odorata,6,6,8,24,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
Psidium_guajava,7,7,10,38,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0
Psidium_longipes,7,7,10,38,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Psilotum_nudum,2,1,1,3,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0
Psychotria_ligustrifolia,6,6,8,23,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Psychotria_nervosa,6,6,8,23,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Psychotria_sulzneri,6,6,8,23,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Pteridium_aquilinum_v._caudatum,2,1,1,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Pteris_bahamensis,2,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Pteris_vittata,2,1,1,2,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0
Pteris_x_delchampsii,2,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Pterocaulon_pycnostachyum,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Pteroglossaspis_ecristata,4,4,4,10,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
Pueraria_montana,7,7,9,28,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0
Quercus_minima,7,7,9,29,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Quercus_pumila,7,7,9,29,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Quercus_virginianus,7,7,9,29,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Randia_aculeata,6,6,8,23,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Rayjacksonia_phyllocephala,6,6,6,19,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
Reynosia_septentrionalis,7,7,9,32,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Rhus_copallinum,7,7,10,40,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Rhynchosia_cinerea,7,7,9,28,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Rhynchosia_michauxii,7,7,9,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Rhynchosia_minima,7,7,9,28,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Rhynchosia_parvifolia,7,7,9,28,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Rhynchosia_reniformis,7,7,9,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Rhynchospera_floridensis,4,4,4,14,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Rhynchospora_colorata,4,4,4,14,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Rhynchospora_divergens,4,4,4,14,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Rhynchospora_globularis,4,4,4,14,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Rhynchospora_grayi,4,4,4,14,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Rhynchospora_microcarpa,4,4,4,14,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Rhynchospora_plumosa,4,4,4,14,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Richardia_grandiflora,6,6,8,23,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Richardia_scabra,6,6,8,23,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0
Ricinus_communis,7,7,9,30,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0
Rottboellia_cochinchinensis,4,4,4,14,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
Ruellia_succulenta,6,6,8,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Russelia_equisetiformes,6,6,8,24,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Sabal_etonia,4,4,4,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Sabal_palmetto,4,4,4,9,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Sabatia_stellaris,6,6,8,23,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Sachsia_polycephala,6,6,6,19,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Salix_caroliniana,7,7,9,30,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Samolus_ebracteatus,6,6,7,20,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Schefflera_actinophylla,6,6,6,18,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
Schinus_terebinthifolius,7,7,10,40,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Schizachyrium_gracile,4,4,4,14,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Schizachyrium_rhizomatum,4,4,4,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Schizachyrium_sanguineum,4,4,4,14,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Schoenus_nigricans,4,4,4,14,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0
Schoepfia_chrysophylloides,6,5,5,17,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Scleria_ciliata,4,4,4,14,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Scleria_verticillata,4,4,4,14,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Scutellaria_havanensis,6,6,8,24,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Selaginella_armata_v._eatonii,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Senna_ligustrina,7,7,9,28,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Senna_mexicana_v._chapmanii,7,7,9,28,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Serenoa_repens,4,4,4,9,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sericocarpus_tortifolius,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Setaria_barbata,4,4,4,14,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0
Setaria_parviflora,4,4,4,14,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0
Seymeria_pectinata,6,6,8,24,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sida_acuta,7,7,10,37,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0
Sida_elliottii,7,7,10,37,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
Sida_rhombifolia,7,7,10,37,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
Sideroxylon_reclinatum,6,6,7,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Sideroxylon_salicifolium,6,6,7,20,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Sisyrinchium_angustifolium,4,4,4,10,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sisyrinchium_nashii,4,4,4,10,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Smilax_auriculata,4,4,4,13,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Smilax_bona-nox,4,4,4,13,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Smilax_havanensis,4,4,4,13,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Smilax_laurifolia,4,4,4,13,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Solanum_americanum,6,6,8,25,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Solanum_chenopodioides,6,6,8,25,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Solanum_donianum,6,6,8,25,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Solidago_gigantea,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Solidago_leavenworthii,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Solidago_odora_v._chapmanii,6,6,6,19,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
Solidago_stricta,6,6,6,19,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Solidago_tortifolia,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sorghastrum_secundum,4,4,4,14,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Spermacoce_assurgens,6,6,8,23,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Spermacoce_prostrata,6,6,8,23,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Spermacoce_remota,6,6,8,23,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Spermacoce_terminalis,6,6,8,23,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Spermacoce_verticillata,6,6,8,23,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0
Sphagneticola_trilobata,6,6,6,19,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
Spiranthes_torta,4,4,4,10,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Sporobolus_clandestinus,4,4,4,14,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sporobolus_indicus,4,4,4,14,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
Sporobolus_junceus,4,4,4,14,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sporobolus_pyramidatus,4,4,4,14,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
Stachytarpheta_jamaicensis,6,6,8,24,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Stenandrium_dulce,6,6,8,24,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
Stenaria_nigricans,6,6,8,23,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Stillingia_sylvatica,7,7,9,30,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Stylisma_villosa,6,6,8,25,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Stylosanthes_hamata,7,7,9,28,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Swietenia_mahagoni,7,7,10,40,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Symphyotrichum_adnatum,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Symphyotrichum_concolor,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Symphyotrichum_dumosum,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Symphyotrichum_elliottii,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Symphyotrichum_simmondsii,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Syngonium_podophyllum,4,4,4,8,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0
Syntherisma_gracillimum,4,4,4,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
Tabebuia_aurea,6,6,8,24,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Tabebuia_heterophylla,6,6,8,24,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Tecoma_stans,6,6,8,24,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Tephrosia_angustissima_v._corallicola,7,7,9,28,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Tephrosia_chrysophylla,7,7,9,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Tephrosia_florida,7,7,9,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Terminalia_catappa,7,7,10,38,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
Tetrazygia_bicolor,7,7,10,38,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Teucrium_canadense,6,6,8,24,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Thelypteris_kunthii,2,1,1,2,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Thrinax_radiata,4,4,4,9,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Tillandsia_balbisiana,4,4,4,14,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Tillandsia_faciculata_v_denispicata,4,4,4,14,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Tillandsia_flexuosa,4,4,4,14,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Tillandsia_paucifolia,4,4,4,14,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Tillandsia_recurvata,4,4,4,14,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Tillandsia_setacea,4,4,4,14,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Tillandsia_usneoides,4,4,4,14,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Tillandsia_utriculata,4,4,4,14,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Tillandsia_variabilis,4,4,4,14,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Toxicodendron_radicans,7,7,10,40,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Tradescantia_spathacea,4,4,4,11,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
Tragia_saxifolia,7,7,9,30,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Tragia_urens,7,7,9,30,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Trema_lamarckianum,7,7,9,32,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Trema_micrantha,7,7,9,32,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Trichostema_dichotomum,6,6,8,24,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Tridax_procumbens,6,6,6,19,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
Tripsacum_floridanum,4,4,4,14,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Triumfetta_semitrilobata,7,7,10,37,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
Turnera_ulmifolia,7,7,9,30,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Urena_lobata,7,7,10,37,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Vaccinium_myrsinites,6,6,7,20,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Vachellia_farnesiana_v._pinetorum_A05,7,7,9,28,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Verbesina_virginica,6,6,6,19,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Vernonia_blodgetti,6,6,6,19,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Vigna_luteola,7,7,9,28,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Vitis_aestivalis,7,7,9,34,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Vitis_cinerea,7,7,9,34,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
Vitis_rotundifolia,7,7,9,34,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Vitis_shuttleworthii,7,7,9,34,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Vittaria_lineata,2,1,1,2,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Waltheria_indica,7,7,10,37,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
Warea_carteri,7,7,10,36,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Ximenia_americana,6,5,5,17,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1
Youngia_japonica,6,6,6,19,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1
Zamia_furfuracea,1,2,2,5,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Zamia_integrifolia,1,2,2,5,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Zanthoxylum_fagara,7,7,10,40,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Zeuxine_strateumatica,4,4,4,10,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
Zornia_bracteata,7,7,9,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
